id,type,category,name,translation,file,sounds,error,ini
-1,RANGE,EXTENDED,100,,100_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,100,,100_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,100,,100_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,100,,100_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,100,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,1000,,1000.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,1000,,1000.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,1000,,1000.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,1000,,1000.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,1000,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,120,,120_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,120,,120_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,120,,120_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,120,,120_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,140,,140_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,140,,140_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,140,,140_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,140,,140_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,150,,150_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,150,,150_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,150,,150_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,150,,150_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,150,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,160,,160_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,160,,160_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,160,,160_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,160,,160_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,180,,180_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,180,,180_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,180,,180_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,180,,180_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,200,,200_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,200,,200_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,200,,200_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,200,,200_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,200,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,250,,250_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,250,,250_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,250,,250_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,250,,250_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,30,,30_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,30,,30_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,30,,30_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,30,,30_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,30,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,300,,300_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,300,,300_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,300,,300_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,300,,300_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,300,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,350,,350_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,350,,350_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,350,,350_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,350,,350_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,40,,40_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,40,,40_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,40,,40_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,40,,40_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,400,,400_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,400,,400_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,400,,400_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,400,,400_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,400,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,450,,450_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,450,,450_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,450,,450_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,450,,450_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,50,,50_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,50,,50_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,50,,50_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,50,,50_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,50,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,500,,500_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,500,,500_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,500,,500_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,500,,500_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,500,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,60,,60_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,60,,60_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,60,,60_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,60,,60_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,600,,600.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,600,,600.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,600,,600.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,600,,600.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,600,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,70,,70_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,70,,70_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,70,,70_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,70,,70_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,70,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,700,,700.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,700,,700.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,700,,700.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,700,,700.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,700,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,80,,80_1.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,80,,80_1.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,80,,80_1.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,80,,80_1.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,800,,800.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,800,,800.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,800,,800.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,800,,800.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,800,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,EXTENDED,900,,900.ogg,1,,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,900,,900.ogg,1,,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,EXTENDED,900,,900.ogg,1,,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,EXTENDED,900,,900.ogg,1,,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,RBR,900,,,0,,packages/Rbr.ini/rbr/Rbr.ini
-1,PACENOTE,LINKS,AND,And,jatkuu1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,AND,And,jatkuu2.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,AND,And,jatkuu1.ogg,2,,pacenotes/Rbr.ini/links/Extended.ini
-1,PACENOTE,LINKS,AND,And,jatkuu2.ogg,2,,pacenotes/Rbr.ini/links/Extended.ini
-1,PACENOTE,LINKS,AND,And,jatkuu1.ogg,2,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,AND,And,jatkuu2.ogg,2,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,AND,And,jatkuu1.ogg,2,,pacenotes/Rbr-Enhanced.ini/links/Extended.ini
-1,PACENOTE,LINKS,AND,And,jatkuu2.ogg,2,,pacenotes/Rbr-Enhanced.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_ADJUST,Callout Adjust,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_ADJUST,Callout Adjust,,0,,pacenotes/Rbr.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_ADJUST,Callout Adjust,,0,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_ADJUST,Callout Adjust,,0,,pacenotes/Rbr-Enhanced.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_DISTANCE,Callout Distance,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_DISTANCE,Callout Distance,,0,,pacenotes/Rbr.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_DISTANCE,Callout Distance,,0,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_DISTANCE,Callout Distance,,0,,pacenotes/Rbr-Enhanced.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_TIME,Callout Time,,0,,pacenotes/Rbr.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_TIME,Callout Time,,0,,pacenotes/Rbr.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_TIME,Callout Time,,0,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/links/Extended.ini
-1,PACENOTE,LINKS,CALLOUT_TIME,Callout Time,,0,,pacenotes/Rbr-Enhanced.ini/links/Extended.ini
-1,PACENOTE,CAUTIONS,CAUTION_WATER,Caution Water,huomio_vetta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
-1,PACENOTE,CAUTIONS,CAUTION_WATER,Caution Water,huomio_vetta.ogg,1,,pacenotes/Rbr.ini/cautions/Extended.ini
-1,PACENOTE,CAUTIONS,CAUTION_WATER,Caution Water,huomio_vetta.ogg,1,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/cautions/Extended.ini
-1,PACENOTE,CAUTIONS,CAUTION_WATER,Caution Water,huomio_vetta.ogg,1,,pacenotes/Rbr-Enhanced.ini/cautions/Extended.ini
-1,PACENOTE,MODIFIER,CUT,Cut,sisalta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini
-1,PACENOTE,LINE,CUT,Cut,sisalta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
-1,PACENOTE,MODIFIER,CUT,Cut,sisalta.ogg,1,,pacenotes/Rbr.ini/modifier/Extended.ini
-1,PACENOTE,LINE,CUT,Cut,sisalta.ogg,1,,pacenotes/Rbr.ini/line/Extended.ini
-1,PACENOTE,MODIFIER,CUT,Cut,sisalta.ogg,1,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
-1,PACENOTE,LINE,CUT,Cut,sisalta.ogg,1,,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/line/Extended.ini
