id,type,category,name,translation
400,PACENOTE,PREPOSITIONS,NA_THROUGH,Through (N/A)
401,PACENOTE,PREPOSITIONS,NA_AFTER,After (N/A)
402,PACENOTE,PREPOSITIONS,NA_NEAR,Near (N/A)
403,PACENOTE,PREPOSITIONS,NA_ON,On (N/A)
404,PACENOTE,PREPOSITIONS,NA_UNTIL,Until (N/A)
405,PACENOTE,PREPOSITIONS,NA_AT,At (N/A)
406,PACENOTE,PREPOSITIONS,NA_BEFORE,Before (N/A)
407,PACENOTE,PREPOSITIONS,NA_OVER,Over (N/A)
409,PACENOTE,PREPOSITIONS,NA_BEHIND,Behind (N/A)
410,PACENOTE,PREPOSITIONS,NA_FOR,For (N/A)
413,PACENOTE,PREPOSITIONS,NA_THEN,Then (N/A)
414,PACENOTE,PREPOSITIONS,NA_OFF,Off (N/A)
2160,PACENOTE,PREPOSITIONS,AT_TREE,At Tree
2161,PACENOTE,PREPOSITIONS,AT_TREES,At Trees
2162,PACENOTE,PREPOSITIONS,AT_BALE,At Bale
2163,PACENOTE,PREPOSITIONS,AT_ROCK,At Rock
2164,PACENOTE,PREPOSITIONS,AT_GUARDRAIL,At Guardrail
2165,PACENOTE,PREPOSITIONS,AT_BANNER,At Banner
2166,PACENOTE,PREPOSITIONS,AT_TAPE,At Tape
2167,PACENOTE,PREPOSITIONS,AT_FENCE,At Fence
2168,PACENOTE,PREPOSITIONS,AT_FLAG,At Flag
2169,PACENOTE,PREPOSITIONS,AT_HOUSE,At House
2170,PACENOTE,PREPOSITIONS,AT_SIGN,At Sign
2171,PACENOTE,PREPOSITIONS,AT_POST,At Post
2172,PACENOTE,PREPOSITIONS,AT_JUNCTION,At Junction
2173,PACENOTE,PREPOSITIONS,AT_CREST,At Crest
2174,PACENOTE,PREPOSITIONS,AT_GATE,At Gate
2175,PACENOTE,PREPOSITIONS,AT_BRIDGE,At Bridge
2198,PACENOTE,PREPOSITIONS,AT_EXIT,At Exit
2199,PACENOTE,PREPOSITIONS,AT_OPENING,At Opening
2218,PACENOTE,PREPOSITIONS,AT_BUSH,At Bush
2261,PACENOTE,PREPOSITIONS,AT_LOG,At Log
2274,PACENOTE,PREPOSITIONS,AT_LOGS,At Logs
